marketName,DOWN,UP,UP_complete,DOWN_complete,hedge_status
"Bitcoin Up or Down - March 26, 3:35AM-3:40AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 3:40PM-3:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 3:45PM-3:50PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 3:50AM-3:55AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 26, 3:50PM-3:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 3:55AM-4:00AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 3:55PM-4:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:00AM-4:05AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:00PM-4:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:05AM-4:10AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:05PM-4:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:10PM-4:15PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 26, 4:15PM-4:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:20PM-4:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:25PM-4:30PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 4:30PM-4:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:35AM-4:40AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:35PM-4:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:40AM-4:45AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:40PM-4:45PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 4:45AM-4:50AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:45PM-4:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 4:50PM-4:55PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 5:15AM-5:20AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 5:20AM-5:25AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 5:25AM-5:30AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 5:30AM-5:35AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 26, 7:40PM-7:45PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 26, 7:45PM-7:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 7:50PM-7:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 7:55PM-8:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:00PM-8:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:05PM-8:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:10PM-8:15PM ET",5.0,4.990768,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:15PM-8:20PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 8:20PM-8:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:25PM-8:30PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 26, 8:30PM-8:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:35PM-8:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:40PM-8:45PM ET",4.996152,0.0,False,True,FAIL
"Bitcoin Up or Down - March 26, 8:45PM-8:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 8:50PM-8:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:05PM-9:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:10PM-9:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:15PM-9:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:20PM-9:25PM ET",5.0,4.997691,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:25PM-9:30PM ET",5.0,4.9969220000000005,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:30PM-9:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:35PM-9:40PM ET",5.0,4.992306,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:40PM-9:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:45PM-9:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:50PM-9:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 26, 9:55PM-10:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 12:00AM-12:05AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 12:05AM-12:10AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 12:10AM-12:15AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 12:15AM-12:20AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 12:20AM-12:25AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 12:25AM-12:30AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 12:50AM-12:55AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 12:55AM-1:00AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 1:00AM-1:05AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 1:30AM-1:35AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 1:35AM-1:40AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 1:40AM-1:45AM ET",5.0,4.991345,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 1:45AM-1:50AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 1:50AM-1:55AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 1:55AM-2:00AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 2:00AM-2:05AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 2:05AM-2:10AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 2:10AM-2:15AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 2:15AM-2:20AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 2:20AM-2:25AM ET",4.995383,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 2:45PM-2:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 2:50PM-2:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 2:55PM-3:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:00PM-3:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:05PM-3:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:10PM-3:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:15PM-3:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:20PM-3:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:25PM-3:30PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:30PM-3:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:35PM-3:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:40PM-3:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 3:45PM-3:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:05PM-4:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:10PM-4:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:15PM-4:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:20PM-4:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:25PM-4:30PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 4:30PM-4:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:35PM-4:40PM ET",4.989227,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 4:40PM-4:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:45PM-4:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:50PM-4:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 4:55PM-5:00PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 5:00PM-5:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:05PM-5:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:10PM-5:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:15PM-5:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:20PM-5:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:25PM-5:30PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:35PM-5:40PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 27, 5:40PM-5:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:45PM-5:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:50PM-5:55PM ET",5.0,4.999422,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 5:55PM-6:00PM ET",4.993075,4.99096,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:00PM-6:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:05PM-6:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:10PM-6:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:15PM-6:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:20PM-6:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:25PM-6:30PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 27, 6:30PM-6:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:35PM-6:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:40PM-6:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:45PM-6:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:50PM-6:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 27, 6:55PM-7:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 10:10PM-10:15PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 10:15PM-10:20PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 10:55PM-11:00PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 28, 11:00PM-11:05PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 28, 11:35PM-11:40PM ET",5.0,4.995383,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 3:50PM-3:55PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 3:55PM-4:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:00PM-4:05PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 4:05PM-4:10PM ET",4.998845,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:10PM-4:15PM ET",5.0,4.999229,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:15PM-4:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:20PM-4:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:25PM-4:30PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 28, 4:30PM-4:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:35PM-4:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:40PM-4:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:45PM-4:50PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 4:50PM-4:55PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 4:55PM-5:00PM ET",4.996152,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:00PM-5:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:05PM-5:10PM ET",5.0,4.9913430000000005,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:10PM-5:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:15PM-5:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:20PM-5:25PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:25PM-5:30PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:30PM-5:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:35PM-5:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:40PM-5:45PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:45PM-5:50PM ET",4.993075,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:50PM-5:55PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 5:55PM-6:00PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:00PM-6:05PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:05PM-6:10PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:10PM-6:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:15PM-6:20PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:20PM-6:25PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 6:25PM-6:30PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:30PM-6:35PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 28, 6:35PM-6:40PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 6:40PM-6:45PM ET",1.923075,5.0,True,False,FAIL
"Bitcoin Up or Down - March 28, 6:45PM-6:50PM ET",5.0,4.991728999999999,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 7:25PM-7:30PM ET",5.0,4.994614,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 7:30PM-7:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 8:05PM-8:10PM ET",4.999229000000001,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 8:10PM-8:15PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 28, 8:50PM-8:55PM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 8:55PM-9:00PM ET",4.990768,0.0,False,True,FAIL
"Bitcoin Up or Down - March 28, 9:30PM-9:35PM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 6:30AM-6:35AM ET",4.999229,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 6:35AM-6:40AM ET",4.999229,0.0,False,True,FAIL
"Bitcoin Up or Down - March 29, 6:40AM-6:45AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 6:45AM-6:50AM ET",4.991537,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 6:50AM-6:55AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 6:55AM-7:00AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:00AM-7:05AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:05AM-7:10AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 29, 7:10AM-7:15AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:15AM-7:20AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:20AM-7:25AM ET",5.0,4.989997,False,True,FAIL
"Bitcoin Up or Down - March 29, 7:25AM-7:30AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:30AM-7:35AM ET",4.992306,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:35AM-7:40AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:50AM-7:55AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 7:55AM-8:00AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:00AM-8:05AM ET",5.0,4.997691,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:05AM-8:10AM ET",5.0,4.999229000000001,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:10AM-8:15AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:15AM-8:20AM ET",5.0,4.92244,False,True,FAIL
"Bitcoin Up or Down - March 29, 8:20AM-8:25AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:25AM-8:30AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:30AM-8:35AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 29, 8:35AM-8:40AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:40AM-8:45AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:45AM-8:50AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:50AM-8:55AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 29, 8:55AM-9:00AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 10:05AM-10:10AM ET",5.0,0.0,False,True,FAIL
"Bitcoin Up or Down - March 30, 10:35AM-10:40AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 11:15AM-11:20AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 11:20AM-11:25AM ET",2.773075,0.0,False,False,FAIL
"Bitcoin Up or Down - March 30, 12:00PM-12:05PM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 6:05AM-6:10AM ET",4.990768,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:10AM-6:15AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:15AM-6:20AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:20AM-6:25AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",4.993843,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:30AM-6:35AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:35AM-6:40AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:40AM-6:45AM ET",5.0,4.98615,False,True,FAIL
"Bitcoin Up or Down - March 30, 6:45AM-6:50AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:50AM-6:55AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 6:55AM-7:00AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 7:00AM-7:05AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 7:45AM-7:50AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 8:25AM-8:30AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 8:30AM-8:35AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 9:10AM-9:15AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 9:15AM-9:20AM ET",0.0,5.0,True,False,FAIL
"Bitcoin Up or Down - March 30, 9:50AM-9:55AM ET",5.0,5.0,True,True,SUCCESS
"Bitcoin Up or Down - March 30, 9:55AM-10:00AM ET",5.0,5.0,True,True,SUCCESS
